FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,Radius,Scaled_FixedAcidity,Scaled_VolatileAcidity,Scaled_CitricAcid,Scaled_ResidualSugar,Scaled_Chlorides,Scaled_FreeSulfurDioxide,Scaled_TotalSulfurDioxide,Scaled_Density,Scaled_pH,Scaled_Sulphates,Scaled_Alcohol,Scaled_Quality
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,1,770,240,300,140,410,150,1020,992.9,326,53,1040,600
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,1,740,250,280,725,280,140,780,992.38,294,37,1150,700
7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,1,700,240,350,100,320,420,1040,989.88,316,37,1170,700
5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,1,580,280,280,420,440,520,1580,992,335,44,1070,700
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,1,680,190,710,1750,420,210,1140,997.84,285,50,950,600
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,1,680,190,710,1750,420,210,1140,997.84,285,50,950,600
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,1,680,190,710,1750,420,210,1140,997.84,285,50,950,600
6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7,1,660,190,350,150,370,370,1070,990.06,318,68,1200,700
6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5,1,640,280,360,130,530,280,1860,992.11,331,45,1080,500
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,1,560,280,270,390,430,520,1580,992.02,335,44,1070,700
5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,1,560,280,280,420,440,520,1580,992,335,44,1070,700
6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7,1,680,190,320,760,490,370,1070,993.32,312,44,1070,700
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7,1,720,160,290,100,310,400,1230,989.58,312,40,1210,700
6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,1,660,170,280,110,340,550,1080,989.39,300,52,1190,700
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6,1,660,190,280,1180,420,540,1370,994.92,318,37,1080,600
5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7,1,580,200,240,140,330,650,1690,990.43,359,56,1230,700
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,1,660,390,380,970,530,490,2260,997.87,330,57,940,600
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,1,680,120,300,1290,490,320,880,996.54,320,35,990,600
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,1,660,295,240,160,390,290,1400,993.04,335,61,1040,700
6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6,1,660,260,240,720,380,280,1370,995.2,335,60,1040,600
7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7,1,700,320,270,710,270,370,1220,991.65,315,60,1260,700
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6,1,740,360,230,190,170,310,690,989.2,293,36,1250,600
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,1,670,350,480,880,560,350,1670,996.28,304,47,940,500
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,1,640,380,240,720,470,410,1510,996.04,311,60,920,500
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,1,680,140,180,140,470,300,900,991.64,327,54,1120,600
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1,700,160,250,1430,440,270,1490,998,291,46,920,600
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1,700,160,250,1430,440,270,1490,998,291,46,920,600
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,1,670,350,480,880,560,350,1670,996.28,304,47,940,500
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,1,680,140,180,140,470,300,900,991.64,327,54,1120,600
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,1,680,160,180,180,460,310,1140,992.26,327,55,1080,600
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1,700,160,250,1430,440,270,1490,998,291,46,920,600
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,1,640,380,240,720,470,410,1510,996.04,311,60,920,500
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,1,720,240,300,120,370,110,950,989.14,296,36,1250,600
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,1,770,320,610,1180,410,660,1880,997.94,300,54,930,500
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1,700,290,330,90,410,200,1170,990.48,321,50,1140,500
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,1,710,270,240,1260,440,480,1180,997.26,304,56,1000,700
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,1,680,450,280,2605,310,270,1220,1002.95,306,42,1060,600
6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7,1,630,200,260,470,400,1080,1680,992.78,307,75,1070,700
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,1,710,270,240,1260,440,480,1180,997.26,304,56,1000,700
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,1,720,240,300,120,370,110,950,989.14,296,36,1250,600
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,1,680,450,280,2605,310,270,1220,1002.95,306,42,1060,600
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,1,660,360,280,610,290,120,930,990.54,319,27,1280,700
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,1,770,320,610,1180,410,660,1880,997.94,300,54,930,500
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1,700,290,330,90,410,200,1170,990.48,321,50,1140,500
6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5,1,640,370,200,560,1170,610,1830,994.59,324,43,950,500
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6,1,640,380,200,530,1170,570,1810,994.59,324,43,950,600
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,1,640,360,200,570,1180,610,1720,994.6,324,43,950,600
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1,660,300,250,800,360,210,1240,993.62,306,38,1080,600
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1,660,300,250,800,360,210,1240,993.62,306,38,1080,600
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6,1,650,210,510,1760,450,340,1250,999.66,320,47,880,600
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1,660,300,250,800,360,210,1240,993.62,306,38,1080,600
7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7,1,760,310,270,880,210,570,1560,994.42,308,38,1100,700
5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6,1,580,580,0,150,200,330,960,989.18,329,38,1240,600
6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7,1,650,260,390,140,200,120,660,990.89,325,75,1130,700
8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7,1,870,300,340,480,180,230,1270,994.74,312,49,1120,700
6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7,1,640,290,320,240,140,340,890,990.08,324,66,1250,700
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6,1,670,130,320,370,170,320,990,993.48,312,44,1000,600
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,1,680,190,330,490,470,420,1300,992.83,312,56,1100,600
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,1,600,250,400,570,520,560,1520,993.98,316,88,1050,600
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,1,600,250,400,570,520,560,1520,993.98,316,88,1050,600
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,1,680,190,330,490,470,420,1300,992.83,312,56,1100,600
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7,1,640,240,230,200,460,300,1330,990.8,312,54,1140,700
5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6,1,590,180,280,510,390,500,1390,991.65,316,44,1130,600
7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7,1,720,330,220,450,310,100,730,990.76,297,52,1220,700
6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7,1,640,290,240,320,370,310,950,989.42,290,66,1260,700
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5,1,730,310,250,665,320,300,1380,992.44,290,37,1110,500
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6,1,700,290,370,160,350,340,1260,990.58,326,47,1230,600
6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4,1,690,190,600,400,370,60,1220,992.55,292,59,1040,400
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,1,630,320,170,1775,600,510,1900,999.16,313,48,880,600
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,1,660,85,330,140,360,170,1090,993.06,327,61,950,600
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,1,630,320,170,1775,600,510,1900,999.16,313,48,880,600
6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6,1,680,180,320,720,470,170,1090,994.98,342,44,1040,600
6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7,1,680,520,260,570,380,270,1300,990,311,27,1300,700
7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7,1,710,280,280,850,300,250,1910,993.38,316,46,1220,700
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8,1,570,150,470,1140,350,490,1280,994.56,303,34,1050,800
5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,1,580,275,300,540,430,410,1490,992.6,333,42,1080,700
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,1,540,530,160,270,360,340,1280,988.56,320,53,1320,800
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,1,580,320,280,430,320,460,1150,989.46,316,57,1300,800
6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6,1,670,220,390,120,490,260,1520,993.46,350,47,1000,600
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,1,610,600,120,180,500,110,760,992.68,342,48,1040,400
6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,1,650,260,310,130,340,590,1450,989.44,316,54,1240,600
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,1,500,290,540,570,350,540,1550,989.76,327,34,1290,800
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,1,540,530,160,270,360,340,1280,988.56,320,53,1320,800
6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,1,680,210,260,1170,380,610,1520,995.23,302,56,1050,700
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,1,580,320,280,430,320,460,1150,989.46,316,57,1300,800
6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5,1,650,270,260,1100,300,20,820,994.02,307,36,1120,500
5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7,1,590,370,320,160,290,410,1020,989.16,341,55,1270,700
6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6,1,620,210,180,1160,440,610,1550,996.55,314,52,940,600
6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7,1,680,300,290,620,250,290,950,990.71,303,32,1290,700
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8,1,730,410,290,180,320,260,740,988.89,296,35,1300,800
5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,1,540,300,300,120,290,250,930,987.42,331,40,1360,700
6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,1,660,340,200,100,530,260,1120,993.36,332,55,910,500
5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,1,560,250,190,240,490,420,1660,992,325,43,1040,600
5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,1,530,300,300,120,290,250,930,987.42,331,40,1360,700
6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,1,690,580,580,820,320,290,1690,992.75,328,44,1220,600
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,1,720,230,250,1880,850,190,1110,1000.44,310,51,870,500
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,1,710,200,270,960,370,190,1050,994.44,304,37,1050,700
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,1,680,150,410,1290,440,795,1830,997.42,324,78,1020,600
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,1,700,220,260,920,270,370,1220,992.28,306,34,1250,800
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,1,640,160,440,120,510,390,1220,990.58,311,75,1130,700
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,1,680,150,410,1290,440,795,1830,997.42,324,78,1020,600
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,1,680,310,300,800,280,330,1220,991.64,313,63,1260,700
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,1,680,150,410,1290,440,795,1830,997.42,324,78,1020,600
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,1,760,300,370,160,870,270,1770,994.38,309,50,980,500
6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5,1,600,160,270,1200,300,390,980,994.02,315,34,1080,500
7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6,1,710,210,350,250,400,410,1860,991.28,332,56,1250,600
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,1,700,220,260,920,270,370,1220,992.28,306,34,1250,800
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,1,560,210,240,440,270,370,1500,991,330,31,1150,700
7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6,1,740,220,260,880,270,230,1120,993.1,298,41,1140,600
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,1,710,200,270,960,370,190,1050,994.44,304,37,1050,700
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,1,680,310,300,800,280,330,1220,991.64,313,63,1260,700
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,1,720,230,250,1880,850,190,1110,1000.44,310,51,870,500
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,1,640,150,400,130,530,610,1460,991.12,317,68,1100,600
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,1,640,160,440,120,510,390,1220,990.58,311,75,1130,700
6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6,1,680,150,410,1290,440,795,1820,997.42,324,78,1020,600
6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6,1,630,220,340,120,360,320,960,989.61,306,74,1160,600
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,1,760,300,370,160,870,270,1770,994.38,309,50,980,500
7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5,1,700,300,270,150,760,240,1450,993.44,310,52,1010,500
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,1,660,260,220,1815,500,230,1390,999.04,306,50,920,500
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,1,750,240,310,1310,500,260,1800,998.84,305,53,910,600
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,1,750,240,310,1310,500,260,1800,998.84,305,53,910,600
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,1,750,240,310,1310,500,260,1800,998.84,305,53,910,600
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,1,750,240,310,1310,500,260,1800,998.84,305,53,910,600
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,1,660,150,340,100,370,450,790,989.49,296,50,1170,600
6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,1,670,340,430,160,410,290,1140,990.14,323,44,1260,600
7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,1,770,350,460,1180,880,610,1830,997.86,286,47,900,500
6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,1,670,310,90,140,390,530,1410,992.06,312,44,1010,500
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,1,470,670,90,100,200,50,90,987.22,330,34,1360,500
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,1,750,240,310,1310,500,260,1800,998.84,305,53,910,600
6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5,1,630,200,180,1060,450,570,1590,996.66,309,54,920,500
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,1,660,280,230,1040,490,450,1900,997.54,312,51,880,500
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,1,850,180,300,110,280,340,950,992.72,283,36,1000,400
6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6,1,650,350,380,740,360,200,1960,997.12,347,48,910,600
6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,5,1,680,220,260,120,410,290,1820,991.04,304,35,1120,500
6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6,1,630,180,240,340,530,200,1190,993.73,311,52,920,600
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,1,660,260,220,1815,500,230,1390,999.04,306,50,920,500
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,1,660,300,450,800,380,540,2000,995.6,318,48,950,500
6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7,1,630,340,270,250,240,400,1520,990.95,335,60,1190,700
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,1,770,300,230,200,680,280,1380,993.82,311,62,980,500
7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5,1,770,310,230,200,690,290,1340,993.82,311,62,980,500
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1,570,265,280,690,360,460,1500,992.99,336,44,1080,700
5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6,1,540,255,330,120,510,290,1220,990.48,337,66,1130,600
6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6,1,660,260,280,940,280,130,1210,992.54,317,34,1210,600
4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7,1,480,170,280,290,300,220,1110,990.2,338,34,1130,700
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1,570,265,280,690,360,460,1500,992.99,336,44,1080,700
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7,1,620,200,330,540,280,210,750,990.12,336,41,1350,700
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,1,750,280,410,130,440,110,1260,992.93,328,45,1030,500
6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6,1,620,220,200,2080,350,580,1840,1000.22,311,53,900,600
7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,1,700,340,260,1030,410,510,1660,993.82,308,35,1160,600
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,1,750,280,410,130,440,110,1260,992.93,328,45,1030,500
6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,1,650,190,340,160,290,390,1160,989.54,321,68,1250,600
6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,1,600,210,290,1310,420,280,1250,999.36,339,45,860,500
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,1,610,220,460,180,1600,340,740,988.4,319,33,1340,600
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,1,650,320,480,800,260,180,880,991.44,322,79,1270,400
7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5,1,710,210,720,160,1670,650,1200,993.24,297,51,920,500
5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,6,1,560,260,180,140,340,180,1350,991.74,332,35,1020,600
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1,700,150,280,1470,510,290,1490,997.92,296,39,900,700
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1,700,150,280,1470,510,290,1490,997.92,296,39,900,700
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1,700,150,280,1470,510,290,1490,997.92,296,39,900,700
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1,700,150,280,1470,510,290,1490,997.92,296,39,900,700
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1,700,150,280,1470,510,290,1490,997.92,296,39,900,700
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1,700,150,280,1470,510,290,1490,997.92,296,39,900,700
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1,700,150,280,1470,510,290,1490,997.92,296,39,900,700
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,1,740,270,280,180,400,450,1210,990.43,302,40,1190,500
6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6,1,680,220,300,1060,700,670,1940,996.54,289,42,900,600
6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5,1,620,240,250,1250,550,470,1340,997.58,330,51,900,500
6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6,1,630,280,290,680,510,400,1430,993.74,343,59,1100,600
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1,700,150,280,1470,510,290,1490,997.92,296,39,900,700
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,1,550,170,230,290,390,100,1080,992.43,328,50,1000,500
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,1,650,260,340,140,400,250,1840,992.16,329,46,1070,500
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,1,660,270,330,140,420,240,1830,992.15,329,46,1070,500
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,1,540,460,150,210,260,290,1300,989.53,339,77,1340,800
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,1,780,190,320,740,150,470,1240,992.78,299,39,1100,600
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,1,550,170,230,290,390,100,1080,992.43,328,50,1000,500
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,1,650,260,340,140,400,250,1840,992.16,329,46,1070,500
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,1,660,270,330,140,420,240,1830,992.15,329,46,1070,500
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,1,780,190,320,740,150,470,1240,992.78,299,39,1100,600
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,1,780,200,320,500,160,310,1010,991.86,299,39,1100,600
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,1,610,170,280,250,280,220,980,990.72,316,37,1110,700
7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5,1,740,200,350,610,250,100,400,992.44,279,52,1090,500
6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5,1,670,390,240,270,170,220,800,990.84,303,37,1150,500
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,1,540,460,150,210,260,290,1300,989.53,339,77,1340,800
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1,690,400,170,1290,330,590,1860,997.54,308,49,940,500
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1,690,400,170,1290,330,590,1860,997.54,308,49,940,500
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1,690,400,170,1290,330,590,1860,997.54,308,49,940,500
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,1,630,240,290,1370,350,530,1340,995.67,317,38,1060,600
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1,690,400,170,1290,330,590,1860,997.54,308,49,940,500
7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4,1,740,270,310,240,140,150,1430,990.94,303,65,1200,400
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6,1,610,270,280,980,420,610,1250,995.32,314,42,1020,600
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,1,630,240,290,1370,350,530,1340,995.67,317,38,1060,600
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,1,500,610,120,130,90,650,1000,987.4,326,37,1350,500
